Row(c_city='UNITED ST4', s_city='UNITED ST7', d_year=1992, revenue=87714910.0)
Row(c_city='UNITED ST8', s_city='UNITED ST3', d_year=1995, revenue=64055765.0)
Row(c_city='UNITED ST2', s_city='UNITED ST1', d_year=1995, revenue=62357138.0)
Row(c_city='UNITED ST6', s_city='UNITED ST6', d_year=1995, revenue=62051777.0)
Row(c_city='UNITED ST8', s_city='UNITED ST0', d_year=1995, revenue=61445410.0)
Row(c_city='UNITED ST4', s_city='UNITED ST4', d_year=1995, revenue=60722380.0)
Row(c_city='UNITED ST5', s_city='UNITED ST6', d_year=1995, revenue=60693585.0)
Row(c_city='UNITED ST4', s_city='UNITED ST3', d_year=1995, revenue=60300382.0)
Row(c_city='UNITED ST2', s_city='UNITED ST3', d_year=1995, revenue=60198886.0)
Row(c_city='UNITED ST4', s_city='UNITED ST7', d_year=1995, revenue=58155253.0)
Row(c_city='UNITED ST7', s_city='UNITED ST0', d_year=1995, revenue=57153735.0)
Row(c_city='UNITED ST9', s_city='UNITED ST7', d_year=1995, revenue=56825583.0)
Row(c_city='UNITED ST2', s_city='UNITED ST6', d_year=1995, revenue=56364354.0)
Row(c_city='UNITED ST4', s_city='UNITED ST6', d_year=1995, revenue=54720676.0)
Row(c_city='UNITED ST2', s_city='UNITED ST8', d_year=1995, revenue=54560564.0)
Row(c_city='UNITED ST8', s_city='UNITED ST8', d_year=1995, revenue=52914069.0)
Row(c_city='UNITED ST9', s_city='UNITED ST8', d_year=1995, revenue=52511521.0)
Row(c_city='UNITED ST5', s_city='UNITED ST3', d_year=1995, revenue=52443820.0)
Row(c_city='UNITED ST6', s_city='UNITED ST0', d_year=1995, revenue=51888968.0)
Row(c_city='UNITED ST3', s_city='UNITED ST5', d_year=1995, revenue=51500984.0)
Row(c_city='UNITED ST6', s_city='UNITED ST7', d_year=1995, revenue=51487923.0)
Row(c_city='UNITED ST9', s_city='UNITED ST9', d_year=1995, revenue=51250697.0)
Row(c_city='UNITED ST7', s_city='UNITED ST1', d_year=1995, revenue=50765025.0)
Row(c_city='UNITED ST9', s_city='UNITED ST2', d_year=1995, revenue=48186909.0)
Row(c_city='UNITED ST8', s_city='UNITED ST4', d_year=1995, revenue=48116301.0)
Row(c_city='UNITED ST5', s_city='UNITED ST0', d_year=1995, revenue=46931624.0)
Row(c_city='UNITED ST6', s_city='UNITED ST9', d_year=1995, revenue=46688593.0)
Row(c_city='UNITED ST8', s_city='UNITED ST2', d_year=1995, revenue=46618060.0)
Row(c_city='UNITED ST7', s_city='UNITED ST6', d_year=1995, revenue=46319900.0)
Row(c_city='UNITED ST5', s_city='UNITED ST5', d_year=1995, revenue=45881521.0)
Row(c_city='UNITED ST6', s_city='UNITED ST1', d_year=1995, revenue=45782105.0)
Row(c_city='UNITED ST0', s_city='UNITED ST0', d_year=1995, revenue=45303018.0)
Row(c_city='UNITED ST8', s_city='UNITED ST9', d_year=1995, revenue=44958089.0)
Row(c_city='UNITED ST0', s_city='UNITED ST7', d_year=1995, revenue=44917496.0)
Row(c_city='UNITED ST8', s_city='UNITED ST5', d_year=1995, revenue=44012232.0)
Row(c_city='UNITED ST9', s_city='UNITED ST5', d_year=1995, revenue=43740705.0)
Row(c_city='UNITED ST7', s_city='UNITED ST4', d_year=1995, revenue=43023623.0)
Row(c_city='UNITED ST3', s_city='UNITED ST8', d_year=1995, revenue=42516705.0)
Row(c_city='UNITED ST0', s_city='UNITED ST2', d_year=1995, revenue=42375966.0)
Row(c_city='UNITED ST8', s_city='UNITED ST6', d_year=1995, revenue=41515673.0)
Row(c_city='UNITED ST1', s_city='UNITED ST7', d_year=1995, revenue=40972545.0)
Row(c_city='UNITED ST3', s_city='UNITED ST4', d_year=1995, revenue=40558351.0)
Row(c_city='UNITED ST4', s_city='UNITED ST5', d_year=1995, revenue=40141728.0)
Row(c_city='UNITED ST0', s_city='UNITED ST6', d_year=1995, revenue=39621242.0)
Row(c_city='UNITED ST3', s_city='UNITED ST1', d_year=1995, revenue=39536509.0)
Row(c_city='UNITED ST1', s_city='UNITED ST5', d_year=1995, revenue=39531951.0)
Row(c_city='UNITED ST0', s_city='UNITED ST3', d_year=1995, revenue=38432579.0)
Row(c_city='UNITED ST1', s_city='UNITED ST1', d_year=1995, revenue=37273911.0)
Row(c_city='UNITED ST9', s_city='UNITED ST0', d_year=1995, revenue=36825197.0)
Row(c_city='UNITED ST2', s_city='UNITED ST7', d_year=1995, revenue=36589956.0)
Row(c_city='UNITED ST6', s_city='UNITED ST5', d_year=1995, revenue=35300197.0)
Row(c_city='UNITED ST2', s_city='UNITED ST0', d_year=1995, revenue=33471570.0)
Row(c_city='UNITED ST1', s_city='UNITED ST2', d_year=1995, revenue=33260591.0)
Row(c_city='UNITED ST4', s_city='UNITED ST0', d_year=1995, revenue=33197420.0)
Row(c_city='UNITED ST3', s_city='UNITED ST7', d_year=1995, revenue=32924453.0)
Row(c_city='UNITED ST2', s_city='UNITED ST9', d_year=1995, revenue=32901845.0)
Row(c_city='UNITED ST7', s_city='UNITED ST2', d_year=1995, revenue=32422224.0)
Row(c_city='UNITED ST0', s_city='UNITED ST8', d_year=1995, revenue=32366452.0)
Row(c_city='UNITED ST5', s_city='UNITED ST4', d_year=1995, revenue=32230372.0)
Row(c_city='UNITED ST4', s_city='UNITED ST2', d_year=1995, revenue=32073740.0)
Row(c_city='UNITED ST9', s_city='UNITED ST3', d_year=1995, revenue=31379283.0)
Row(c_city='UNITED ST7', s_city='UNITED ST5', d_year=1995, revenue=31337946.0)
Row(c_city='UNITED ST4', s_city='UNITED ST1', d_year=1995, revenue=30774065.0)
Row(c_city='UNITED ST7', s_city='UNITED ST3', d_year=1995, revenue=30422758.0)
Row(c_city='UNITED ST0', s_city='UNITED ST4', d_year=1995, revenue=29780277.0)
Row(c_city='UNITED ST8', s_city='UNITED ST7', d_year=1995, revenue=29091572.0)
Row(c_city='UNITED ST0', s_city='UNITED ST5', d_year=1995, revenue=28211466.0)
Row(c_city='UNITED ST2', s_city='UNITED ST4', d_year=1995, revenue=27734153.0)
Row(c_city='UNITED ST8', s_city='UNITED ST1', d_year=1995, revenue=27711944.0)
Row(c_city='UNITED ST3', s_city='UNITED ST3', d_year=1995, revenue=26916276.0)
Row(c_city='UNITED ST3', s_city='UNITED ST2', d_year=1995, revenue=25127786.0)
Row(c_city='UNITED ST1', s_city='UNITED ST4', d_year=1995, revenue=24538631.0)
Row(c_city='UNITED ST2', s_city='UNITED ST5', d_year=1995, revenue=23973554.0)
Row(c_city='UNITED ST9', s_city='UNITED ST1', d_year=1995, revenue=22863519.0)
Row(c_city='UNITED ST9', s_city='UNITED ST6', d_year=1995, revenue=22241371.0)
Row(c_city='UNITED ST4', s_city='UNITED ST9', d_year=1995, revenue=22146183.0)
Row(c_city='UNITED ST6', s_city='UNITED ST2', d_year=1995, revenue=21797160.0)
Row(c_city='UNITED ST5', s_city='UNITED ST7', d_year=1995, revenue=20752713.0)
Row(c_city='UNITED ST1', s_city='UNITED ST3', d_year=1995, revenue=20112888.0)
Row(c_city='UNITED ST9', s_city='UNITED ST4', d_year=1995, revenue=19816034.0)
Row(c_city='UNITED ST7', s_city='UNITED ST9', d_year=1995, revenue=18854591.0)
Row(c_city='UNITED ST0', s_city='UNITED ST1', d_year=1995, revenue=18476495.0)
Row(c_city='UNITED ST5', s_city='UNITED ST9', d_year=1995, revenue=18203768.0)
Row(c_city='UNITED ST5', s_city='UNITED ST1', d_year=1995, revenue=15185243.0)
Row(c_city='UNITED ST0', s_city='UNITED ST9', d_year=1995, revenue=14459582.0)
Row(c_city='UNITED ST1', s_city='UNITED ST9', d_year=1995, revenue=13463218.0)
Row(c_city='UNITED ST6', s_city='UNITED ST4', d_year=1995, revenue=13030796.0)
Row(c_city='UNITED ST6', s_city='UNITED ST3', d_year=1995, revenue=12788847.0)
Row(c_city='UNITED ST3', s_city='UNITED ST9', d_year=1995, revenue=11905959.0)
Row(c_city='UNITED ST1', s_city='UNITED ST0', d_year=1995, revenue=11738281.0)
Row(c_city='UNITED ST5', s_city='UNITED ST2', d_year=1995, revenue=11167047.0)
Row(c_city='UNITED ST4', s_city='UNITED ST4', d_year=1996, revenue=89216892.0)
Row(c_city='UNITED ST8', s_city='UNITED ST8', d_year=1996, revenue=82667868.0)
Row(c_city='UNITED ST3', s_city='UNITED ST3', d_year=1996, revenue=81873810.0)
Row(c_city='UNITED ST6', s_city='UNITED ST8', d_year=1996, revenue=78105616.0)
Row(c_city='UNITED ST3', s_city='UNITED ST7', d_year=1996, revenue=76607584.0)
Row(c_city='UNITED ST7', s_city='UNITED ST8', d_year=1996, revenue=73640156.0)
Row(c_city='UNITED ST3', s_city='UNITED ST8', d_year=1996, revenue=64954518.0)
Row(c_city='UNITED ST2', s_city='UNITED ST6', d_year=1996, revenue=62831421.0)
Row(c_city='UNITED ST7', s_city='UNITED ST4', d_year=1996, revenue=62304331.0)
Row(c_city='UNITED ST4', s_city='UNITED ST8', d_year=1996, revenue=61675405.0)
Row(c_city='UNITED ST3', s_city='UNITED ST0', d_year=1996, revenue=59942902.0)
Row(c_city='UNITED ST7', s_city='UNITED ST0', d_year=1996, revenue=57285285.0)
Row(c_city='UNITED ST1', s_city='UNITED ST0', d_year=1996, revenue=56548182.0)
Row(c_city='UNITED ST6', s_city='UNITED ST6', d_year=1996, revenue=56101137.0)
Row(c_city='UNITED ST6', s_city='UNITED ST1', d_year=1996, revenue=56032711.0)
Row(c_city='UNITED ST1', s_city='UNITED ST2', d_year=1996, revenue=54563834.0)
Row(c_city='UNITED ST8', s_city='UNITED ST2', d_year=1996, revenue=53077835.0)
Row(c_city='UNITED ST4', s_city='UNITED ST7', d_year=1996, revenue=52627804.0)
Row(c_city='UNITED ST1', s_city='UNITED ST6', d_year=1996, revenue=51698855.0)
Row(c_city='UNITED ST4', s_city='UNITED ST3', d_year=1996, revenue=51679519.0)
Row(c_city='UNITED ST2', s_city='UNITED ST7', d_year=1996, revenue=51113403.0)
Row(c_city='UNITED ST4', s_city='UNITED ST2', d_year=1996, revenue=50812621.0)
Row(c_city='UNITED ST9', s_city='UNITED ST8', d_year=1996, revenue=50776229.0)
Row(c_city='UNITED ST1', s_city='UNITED ST8', d_year=1996, revenue=50630564.0)
Row(c_city='UNITED ST8', s_city='UNITED ST0', d_year=1996, revenue=50585963.0)
Row(c_city='UNITED ST2', s_city='UNITED ST5', d_year=1996, revenue=49483183.0)
Row(c_city='UNITED ST7', s_city='UNITED ST6', d_year=1996, revenue=48250743.0)
Row(c_city='UNITED ST7', s_city='UNITED ST9', d_year=1996, revenue=47649404.0)
Row(c_city='UNITED ST7', s_city='UNITED ST5', d_year=1996, revenue=47246746.0)
Row(c_city='UNITED ST7', s_city='UNITED ST7', d_year=1996, revenue=47128145.0)
Row(c_city='UNITED ST5', s_city='UNITED ST6', d_year=1996, revenue=46862075.0)
Row(c_city='UNITED ST8', s_city='UNITED ST1', d_year=1996, revenue=46821045.0)
Row(c_city='UNITED ST2', s_city='UNITED ST3', d_year=1996, revenue=46658204.0)
Row(c_city='UNITED ST2', s_city='UNITED ST4', d_year=1996, revenue=46605104.0)
Row(c_city='UNITED ST5', s_city='UNITED ST4', d_year=1996, revenue=45699328.0)
Row(c_city='UNITED ST6', s_city='UNITED ST0', d_year=1996, revenue=45675972.0)
Row(c_city='UNITED ST5', s_city='UNITED ST3', d_year=1996, revenue=45028026.0)
Row(c_city='UNITED ST9', s_city='UNITED ST2', d_year=1996, revenue=44571067.0)
Row(c_city='UNITED ST5', s_city='UNITED ST1', d_year=1996, revenue=44370368.0)
Row(c_city='UNITED ST4', s_city='UNITED ST0', d_year=1996, revenue=44131393.0)
Row(c_city='UNITED ST2', s_city='UNITED ST1', d_year=1996, revenue=44082842.0)
Row(c_city='UNITED ST6', s_city='UNITED ST7', d_year=1996, revenue=43991728.0)
Row(c_city='UNITED ST0', s_city='UNITED ST2', d_year=1996, revenue=43929202.0)
Row(c_city='UNITED ST8', s_city='UNITED ST4', d_year=1996, revenue=43806149.0)
Row(c_city='UNITED ST8', s_city='UNITED ST7', d_year=1996, revenue=43136028.0)
Row(c_city='UNITED ST2', s_city='UNITED ST0', d_year=1996, revenue=43091447.0)
Row(c_city='UNITED ST9', s_city='UNITED ST6', d_year=1996, revenue=42527196.0)
Row(c_city='UNITED ST0', s_city='UNITED ST7', d_year=1996, revenue=42391687.0)
Row(c_city='UNITED ST1', s_city='UNITED ST5', d_year=1996, revenue=41342677.0)
Row(c_city='UNITED ST3', s_city='UNITED ST1', d_year=1996, revenue=41187248.0)
Row(c_city='UNITED ST9', s_city='UNITED ST3', d_year=1996, revenue=41037140.0)
Row(c_city='UNITED ST8', s_city='UNITED ST9', d_year=1996, revenue=41003171.0)
Row(c_city='UNITED ST1', s_city='UNITED ST7', d_year=1996, revenue=40938661.0)
Row(c_city='UNITED ST9', s_city='UNITED ST4', d_year=1996, revenue=40527614.0)
Row(c_city='UNITED ST0', s_city='UNITED ST6', d_year=1996, revenue=39308807.0)
Row(c_city='UNITED ST0', s_city='UNITED ST3', d_year=1996, revenue=39204305.0)
Row(c_city='UNITED ST0', s_city='UNITED ST8', d_year=1996, revenue=39194580.0)
Row(c_city='UNITED ST9', s_city='UNITED ST1', d_year=1996, revenue=38476364.0)
Row(c_city='UNITED ST7', s_city='UNITED ST3', d_year=1996, revenue=37909083.0)
Row(c_city='UNITED ST4', s_city='UNITED ST5', d_year=1996, revenue=37607228.0)
Row(c_city='UNITED ST5', s_city='UNITED ST7', d_year=1996, revenue=37564119.0)
Row(c_city='UNITED ST0', s_city='UNITED ST0', d_year=1996, revenue=37436694.0)
Row(c_city='UNITED ST8', s_city='UNITED ST6', d_year=1996, revenue=36464283.0)
Row(c_city='UNITED ST5', s_city='UNITED ST9', d_year=1996, revenue=36160231.0)
Row(c_city='UNITED ST6', s_city='UNITED ST5', d_year=1996, revenue=35990044.0)
Row(c_city='UNITED ST6', s_city='UNITED ST2', d_year=1996, revenue=35972263.0)
Row(c_city='UNITED ST8', s_city='UNITED ST5', d_year=1996, revenue=35956737.0)
Row(c_city='UNITED ST5', s_city='UNITED ST2', d_year=1996, revenue=35921701.0)
Row(c_city='UNITED ST4', s_city='UNITED ST9', d_year=1996, revenue=35840623.0)
Row(c_city='UNITED ST1', s_city='UNITED ST3', d_year=1996, revenue=35627532.0)
Row(c_city='UNITED ST1', s_city='UNITED ST9', d_year=1996, revenue=34440475.0)
Row(c_city='UNITED ST3', s_city='UNITED ST9', d_year=1996, revenue=34138322.0)
Row(c_city='UNITED ST4', s_city='UNITED ST1', d_year=1996, revenue=32665923.0)
Row(c_city='UNITED ST2', s_city='UNITED ST8', d_year=1996, revenue=32658912.0)
Row(c_city='UNITED ST3', s_city='UNITED ST4', d_year=1996, revenue=32482442.0)
Row(c_city='UNITED ST0', s_city='UNITED ST1', d_year=1996, revenue=32370948.0)
Row(c_city='UNITED ST5', s_city='UNITED ST5', d_year=1996, revenue=31634374.0)
Row(c_city='UNITED ST1', s_city='UNITED ST4', d_year=1996, revenue=31351640.0)
Row(c_city='UNITED ST0', s_city='UNITED ST4', d_year=1996, revenue=30826637.0)
Row(c_city='UNITED ST3', s_city='UNITED ST6', d_year=1996, revenue=30278874.0)
Row(c_city='UNITED ST3', s_city='UNITED ST2', d_year=1996, revenue=29794349.0)
Row(c_city='UNITED ST6', s_city='UNITED ST4', d_year=1996, revenue=29716478.0)
Row(c_city='UNITED ST5', s_city='UNITED ST8', d_year=1996, revenue=29539537.0)
Row(c_city='UNITED ST9', s_city='UNITED ST5', d_year=1996, revenue=28265054.0)
Row(c_city='UNITED ST9', s_city='UNITED ST7', d_year=1996, revenue=28240504.0)
Row(c_city='UNITED ST7', s_city='UNITED ST2', d_year=1996, revenue=28166991.0)
Row(c_city='UNITED ST3', s_city='UNITED ST5', d_year=1996, revenue=27458960.0)
Row(c_city='UNITED ST8', s_city='UNITED ST3', d_year=1996, revenue=27434078.0)
Row(c_city='UNITED ST9', s_city='UNITED ST0', d_year=1996, revenue=25758438.0)
Row(c_city='UNITED ST9', s_city='UNITED ST9', d_year=1996, revenue=24964869.0)
Row(c_city='UNITED ST2', s_city='UNITED ST9', d_year=1996, revenue=24740118.0)
Row(c_city='UNITED ST2', s_city='UNITED ST2', d_year=1996, revenue=22768208.0)
Row(c_city='UNITED ST0', s_city='UNITED ST5', d_year=1996, revenue=22737776.0)
Row(c_city='UNITED ST5', s_city='UNITED ST0', d_year=1996, revenue=22399149.0)
Row(c_city='UNITED ST0', s_city='UNITED ST9', d_year=1996, revenue=22031598.0)
Row(c_city='UNITED ST6', s_city='UNITED ST9', d_year=1996, revenue=19867081.0)
Row(c_city='UNITED ST7', s_city='UNITED ST1', d_year=1996, revenue=14958663.0)
Row(c_city='UNITED ST1', s_city='UNITED ST1', d_year=1996, revenue=11667596.0)
Row(c_city='UNITED ST4', s_city='UNITED ST6', d_year=1996, revenue=10831970.0)
Row(c_city='UNITED ST6', s_city='UNITED ST3', d_year=1996, revenue=2368752.0)
Row(c_city='UNITED ST9', s_city='UNITED ST8', d_year=1997, revenue=99677082.0)
Row(c_city='UNITED ST3', s_city='UNITED ST8', d_year=1997, revenue=87371204.0)
Row(c_city='UNITED ST2', s_city='UNITED ST8', d_year=1997, revenue=82538930.0)
Row(c_city='UNITED ST5', s_city='UNITED ST3', d_year=1997, revenue=77896818.0)
Row(c_city='UNITED ST1', s_city='UNITED ST6', d_year=1997, revenue=76110359.0)
Row(c_city='UNITED ST4', s_city='UNITED ST8', d_year=1997, revenue=72917328.0)
Row(c_city='UNITED ST0', s_city='UNITED ST3', d_year=1997, revenue=71149714.0)
Row(c_city='UNITED ST8', s_city='UNITED ST5', d_year=1997, revenue=65622949.0)
Row(c_city='UNITED ST2', s_city='UNITED ST5', d_year=1997, revenue=63320335.0)
Row(c_city='UNITED ST7', s_city='UNITED ST7', d_year=1997, revenue=63003907.0)
Row(c_city='UNITED ST5', s_city='UNITED ST8', d_year=1997, revenue=62741442.0)
Row(c_city='UNITED ST7', s_city='UNITED ST0', d_year=1997, revenue=61527140.0)
Row(c_city='UNITED ST9', s_city='UNITED ST6', d_year=1997, revenue=60509577.0)
Row(c_city='UNITED ST4', s_city='UNITED ST7', d_year=1997, revenue=59314875.0)
Row(c_city='UNITED ST8', s_city='UNITED ST4', d_year=1997, revenue=58477874.0)
Row(c_city='UNITED ST7', s_city='UNITED ST5', d_year=1997, revenue=57926137.0)
Row(c_city='UNITED ST7', s_city='UNITED ST6', d_year=1997, revenue=57652992.0)
Row(c_city='UNITED ST1', s_city='UNITED ST7', d_year=1997, revenue=57631106.0)
Row(c_city='UNITED ST0', s_city='UNITED ST5', d_year=1997, revenue=56638215.0)
Row(c_city='UNITED ST3', s_city='UNITED ST4', d_year=1997, revenue=55247997.0)
Row(c_city='UNITED ST7', s_city='UNITED ST1', d_year=1997, revenue=54949283.0)
Row(c_city='UNITED ST4', s_city='UNITED ST3', d_year=1997, revenue=53763065.0)
Row(c_city='UNITED ST8', s_city='UNITED ST8', d_year=1997, revenue=53232936.0)
Row(c_city='UNITED ST2', s_city='UNITED ST4', d_year=1997, revenue=52503082.0)
Row(c_city='UNITED ST4', s_city='UNITED ST0', d_year=1997, revenue=52115666.0)
Row(c_city='UNITED ST8', s_city='UNITED ST3', d_year=1997, revenue=51476014.0)
Row(c_city='UNITED ST4', s_city='UNITED ST9', d_year=1997, revenue=50999674.0)
Row(c_city='UNITED ST6', s_city='UNITED ST6', d_year=1997, revenue=49663995.0)
Row(c_city='UNITED ST6', s_city='UNITED ST1', d_year=1997, revenue=49557281.0)
Row(c_city='UNITED ST5', s_city='UNITED ST1', d_year=1997, revenue=49152438.0)
Row(c_city='UNITED ST7', s_city='UNITED ST2', d_year=1997, revenue=48792511.0)
Row(c_city='UNITED ST3', s_city='UNITED ST3', d_year=1997, revenue=48461193.0)
Row(c_city='UNITED ST6', s_city='UNITED ST8', d_year=1997, revenue=48021257.0)
Row(c_city='UNITED ST5', s_city='UNITED ST7', d_year=1997, revenue=47675738.0)
Row(c_city='UNITED ST4', s_city='UNITED ST1', d_year=1997, revenue=47497942.0)
Row(c_city='UNITED ST6', s_city='UNITED ST3', d_year=1997, revenue=47387414.0)
Row(c_city='UNITED ST8', s_city='UNITED ST2', d_year=1997, revenue=46005755.0)
Row(c_city='UNITED ST1', s_city='UNITED ST0', d_year=1997, revenue=44867945.0)
Row(c_city='UNITED ST9', s_city='UNITED ST0', d_year=1997, revenue=44724816.0)
Row(c_city='UNITED ST9', s_city='UNITED ST3', d_year=1997, revenue=44306193.0)
Row(c_city='UNITED ST7', s_city='UNITED ST8', d_year=1997, revenue=43950484.0)
Row(c_city='UNITED ST3', s_city='UNITED ST7', d_year=1997, revenue=43640417.0)
Row(c_city='UNITED ST5', s_city='UNITED ST0', d_year=1997, revenue=43340647.0)
Row(c_city='UNITED ST2', s_city='UNITED ST2', d_year=1997, revenue=42831403.0)
Row(c_city='UNITED ST1', s_city='UNITED ST9', d_year=1997, revenue=42408884.0)
Row(c_city='UNITED ST2', s_city='UNITED ST7', d_year=1997, revenue=41955822.0)
Row(c_city='UNITED ST0', s_city='UNITED ST8', d_year=1997, revenue=41506270.0)
Row(c_city='UNITED ST8', s_city='UNITED ST6', d_year=1997, revenue=41021251.0)
Row(c_city='UNITED ST8', s_city='UNITED ST7', d_year=1997, revenue=40964443.0)
Row(c_city='UNITED ST3', s_city='UNITED ST0', d_year=1997, revenue=40818150.0)
Row(c_city='UNITED ST5', s_city='UNITED ST2', d_year=1997, revenue=40506187.0)
Row(c_city='UNITED ST0', s_city='UNITED ST0', d_year=1997, revenue=40277476.0)
Row(c_city='UNITED ST7', s_city='UNITED ST3', d_year=1997, revenue=40243037.0)
Row(c_city='UNITED ST2', s_city='UNITED ST1', d_year=1997, revenue=40159047.0)
Row(c_city='UNITED ST5', s_city='UNITED ST4', d_year=1997, revenue=39817321.0)
Row(c_city='UNITED ST5', s_city='UNITED ST9', d_year=1997, revenue=39521952.0)
Row(c_city='UNITED ST3', s_city='UNITED ST6', d_year=1997, revenue=38820284.0)
Row(c_city='UNITED ST7', s_city='UNITED ST4', d_year=1997, revenue=38664395.0)
Row(c_city='UNITED ST2', s_city='UNITED ST0', d_year=1997, revenue=38360374.0)
Row(c_city='UNITED ST7', s_city='UNITED ST9', d_year=1997, revenue=37534738.0)
Row(c_city='UNITED ST6', s_city='UNITED ST5', d_year=1997, revenue=36558437.0)
Row(c_city='UNITED ST6', s_city='UNITED ST7', d_year=1997, revenue=36371957.0)
Row(c_city='UNITED ST4', s_city='UNITED ST4', d_year=1997, revenue=36226291.0)
Row(c_city='UNITED ST6', s_city='UNITED ST0', d_year=1997, revenue=36203308.0)
Row(c_city='UNITED ST1', s_city='UNITED ST4', d_year=1997, revenue=36192743.0)
Row(c_city='UNITED ST4', s_city='UNITED ST6', d_year=1997, revenue=35322621.0)
Row(c_city='UNITED ST1', s_city='UNITED ST5', d_year=1997, revenue=35204748.0)
Row(c_city='UNITED ST2', s_city='UNITED ST6', d_year=1997, revenue=34959705.0)
Row(c_city='UNITED ST9', s_city='UNITED ST9', d_year=1997, revenue=34357487.0)
Row(c_city='UNITED ST4', s_city='UNITED ST5', d_year=1997, revenue=33649615.0)
Row(c_city='UNITED ST8', s_city='UNITED ST0', d_year=1997, revenue=31895326.0)
Row(c_city='UNITED ST8', s_city='UNITED ST9', d_year=1997, revenue=30668895.0)
Row(c_city='UNITED ST1', s_city='UNITED ST3', d_year=1997, revenue=28067322.0)
Row(c_city='UNITED ST3', s_city='UNITED ST2', d_year=1997, revenue=27887187.0)
Row(c_city='UNITED ST8', s_city='UNITED ST1', d_year=1997, revenue=27613805.0)
Row(c_city='UNITED ST3', s_city='UNITED ST1', d_year=1997, revenue=27469996.0)
Row(c_city='UNITED ST3', s_city='UNITED ST9', d_year=1997, revenue=27286697.0)
Row(c_city='UNITED ST6', s_city='UNITED ST2', d_year=1997, revenue=26784207.0)
Row(c_city='UNITED ST0', s_city='UNITED ST7', d_year=1997, revenue=26762743.0)
Row(c_city='UNITED ST1', s_city='UNITED ST8', d_year=1997, revenue=25833978.0)
Row(c_city='UNITED ST0', s_city='UNITED ST2', d_year=1997, revenue=25759700.0)
Row(c_city='UNITED ST2', s_city='UNITED ST3', d_year=1997, revenue=25177252.0)
Row(c_city='UNITED ST0', s_city='UNITED ST4', d_year=1997, revenue=24836257.0)
Row(c_city='UNITED ST4', s_city='UNITED ST2', d_year=1997, revenue=24834788.0)
Row(c_city='UNITED ST3', s_city='UNITED ST5', d_year=1997, revenue=24312981.0)
Row(c_city='UNITED ST5', s_city='UNITED ST6', d_year=1997, revenue=24229692.0)
Row(c_city='UNITED ST5', s_city='UNITED ST5', d_year=1997, revenue=24124256.0)
Row(c_city='UNITED ST6', s_city='UNITED ST4', d_year=1997, revenue=22877917.0)
Row(c_city='UNITED ST1', s_city='UNITED ST2', d_year=1997, revenue=22526223.0)
Row(c_city='UNITED ST9', s_city='UNITED ST2', d_year=1997, revenue=22509533.0)
Row(c_city='UNITED ST0', s_city='UNITED ST1', d_year=1997, revenue=22091471.0)
Row(c_city='UNITED ST9', s_city='UNITED ST4', d_year=1997, revenue=21328967.0)
Row(c_city='UNITED ST9', s_city='UNITED ST7', d_year=1997, revenue=20673439.0)
Row(c_city='UNITED ST1', s_city='UNITED ST1', d_year=1997, revenue=16529830.0)
Row(c_city='UNITED ST9', s_city='UNITED ST5', d_year=1997, revenue=16217300.0)
Row(c_city='UNITED ST6', s_city='UNITED ST9', d_year=1997, revenue=15901259.0)
Row(c_city='UNITED ST9', s_city='UNITED ST1', d_year=1997, revenue=15529582.0)
Row(c_city='UNITED ST0', s_city='UNITED ST9', d_year=1997, revenue=14660689.0)
Row(c_city='UNITED ST2', s_city='UNITED ST9', d_year=1997, revenue=13064315.0)
Row(c_city='UNITED ST0', s_city='UNITED ST6', d_year=1997, revenue=6456797.0)
