(1997, 'UNITED ST0', 'MFGR#141 ', 18396972.0)
(1998, 'UNITED ST0', 'MFGR#145 ', 9461475.0)
(1998, 'UNITED ST0', 'MFGR#146 ', 23138365.0)
(1998, 'UNITED ST0', 'MFGR#147 ', 5967159.0)
(1998, 'UNITED ST0', 'MFGR#148 ', 14042632.0)
(1998, 'UNITED ST0', 'MFGR#149 ', 12032316.0)
(1998, 'UNITED ST1', 'MFGR#141 ', 31949987.0)
(1998, 'UNITED ST1', 'MFGR#1410', 21702119.0)
(1998, 'UNITED ST1', 'MFGR#1411', 8954992.0)
(1998, 'UNITED ST1', 'MFGR#1412', 6029438.0)
(1998, 'UNITED ST1', 'MFGR#1413', 22738449.0)
(1998, 'UNITED ST1', 'MFGR#1414', 15477837.0)
(1998, 'UNITED ST1', 'MFGR#1415', 16787770.0)
(1998, 'UNITED ST1', 'MFGR#1416', 1059720.0)
(1998, 'UNITED ST1', 'MFGR#1417', 11200120.0)
(1998, 'UNITED ST1', 'MFGR#1418', 15919986.0)
(1998, 'UNITED ST1', 'MFGR#1419', 25187145.0)
(1998, 'UNITED ST1', 'MFGR#142 ', 17920385.0)
(1998, 'UNITED ST1', 'MFGR#1420', 8977768.0)
(1998, 'UNITED ST1', 'MFGR#1421', 6824861.0)
(1998, 'UNITED ST1', 'MFGR#1422', 15433219.0)
(1998, 'UNITED ST1', 'MFGR#1423', 10088924.0)
(1998, 'UNITED ST1', 'MFGR#1424', 1742860.0)
(1998, 'UNITED ST1', 'MFGR#1425', 7093137.0)
(1998, 'UNITED ST1', 'MFGR#1426', 10003967.0)
(1998, 'UNITED ST1', 'MFGR#1427', 8620470.0)
(1998, 'UNITED ST1', 'MFGR#1428', 8712992.0)
(1998, 'UNITED ST1', 'MFGR#1429', 13499337.0)
(1998, 'UNITED ST1', 'MFGR#143 ', 7209160.0)
(1998, 'UNITED ST1', 'MFGR#1430', 2244031.0)
(1998, 'UNITED ST1', 'MFGR#1431', 7572787.0)
(1998, 'UNITED ST1', 'MFGR#1432', 4519108.0)
(1998, 'UNITED ST1', 'MFGR#1433', 4848115.0)
(1998, 'UNITED ST1', 'MFGR#1434', 11995423.0)
(1998, 'UNITED ST1', 'MFGR#1435', 13879090.0)
(1998, 'UNITED ST1', 'MFGR#1436', 18974134.0)
(1998, 'UNITED ST1', 'MFGR#1437', 27620999.0)
(1998, 'UNITED ST1', 'MFGR#1438', 2961548.0)
(1998, 'UNITED ST1', 'MFGR#1439', 13038705.0)
(1998, 'UNITED ST1', 'MFGR#144 ', 37515609.0)
(1998, 'UNITED ST1', 'MFGR#1440', 10647972.0)
(1998, 'UNITED ST1', 'MFGR#146 ', 11164648.0)
(1998, 'UNITED ST1', 'MFGR#147 ', 16380590.0)
(1998, 'UNITED ST1', 'MFGR#148 ', 21388496.0)
(1998, 'UNITED ST1', 'MFGR#149 ', 9481000.0)
(1998, 'UNITED ST2', 'MFGR#141 ', 9250382.0)
(1998, 'UNITED ST2', 'MFGR#1410', 17755171.0)
(1998, 'UNITED ST2', 'MFGR#1411', 17423782.0)
(1998, 'UNITED ST2', 'MFGR#1412', 5033449.0)
(1998, 'UNITED ST2', 'MFGR#1413', 7176298.0)
(1998, 'UNITED ST2', 'MFGR#1414', 5810347.0)
(1998, 'UNITED ST2', 'MFGR#1415', 14139369.0)
(1998, 'UNITED ST2', 'MFGR#1416', 4243840.0)
(1998, 'UNITED ST2', 'MFGR#1417', 11927802.0)
(1998, 'UNITED ST2', 'MFGR#1418', 15409278.0)
(1998, 'UNITED ST2', 'MFGR#1419', 19470786.0)
(1998, 'UNITED ST2', 'MFGR#142 ', 31391661.0)
(1998, 'UNITED ST2', 'MFGR#1420', 10396488.0)
(1998, 'UNITED ST2', 'MFGR#1421', 14568949.0)
(1998, 'UNITED ST2', 'MFGR#1422', 29465799.0)
(1998, 'UNITED ST2', 'MFGR#1423', 15450284.0)
(1998, 'UNITED ST2', 'MFGR#1424', 21248531.0)
(1998, 'UNITED ST2', 'MFGR#1425', 4368531.0)
(1998, 'UNITED ST2', 'MFGR#1426', 15000109.0)
(1998, 'UNITED ST2', 'MFGR#1427', 25134573.0)
(1998, 'UNITED ST2', 'MFGR#1428', 32027490.0)
(1998, 'UNITED ST2', 'MFGR#1429', 17140284.0)
(1998, 'UNITED ST2', 'MFGR#143 ', 6977261.0)
(1998, 'UNITED ST2', 'MFGR#1430', 13255177.0)
(1998, 'UNITED ST2', 'MFGR#1431', 11731020.0)
(1998, 'UNITED ST2', 'MFGR#1432', 17769819.0)
(1998, 'UNITED ST2', 'MFGR#1433', 13054598.0)
(1998, 'UNITED ST2', 'MFGR#1434', 16591475.0)
(1998, 'UNITED ST2', 'MFGR#1435', 30059135.0)
(1998, 'UNITED ST2', 'MFGR#1436', 6479996.0)
(1998, 'UNITED ST2', 'MFGR#1437', 4193255.0)
(1998, 'UNITED ST2', 'MFGR#1438', 13004646.0)
(1998, 'UNITED ST2', 'MFGR#1439', 16357616.0)
(1998, 'UNITED ST2', 'MFGR#144 ', 4331292.0)
(1998, 'UNITED ST2', 'MFGR#1440', 13307036.0)
(1998, 'UNITED ST2', 'MFGR#145 ', 8344974.0)
(1998, 'UNITED ST2', 'MFGR#146 ', 6334510.0)
(1998, 'UNITED ST2', 'MFGR#147 ', 7762690.0)
(1998, 'UNITED ST2', 'MFGR#148 ', 7939323.0)
(1998, 'UNITED ST2', 'MFGR#149 ', 8277608.0)
(1998, 'UNITED ST3', 'MFGR#141 ', 17212713.0)
(1998, 'UNITED ST3', 'MFGR#1410', 18480494.0)
(1998, 'UNITED ST3', 'MFGR#1411', 17696547.0)
(1998, 'UNITED ST3', 'MFGR#1412', 18883441.0)
(1998, 'UNITED ST3', 'MFGR#1413', 16080653.0)
(1998, 'UNITED ST3', 'MFGR#1414', 6085009.0)
(1998, 'UNITED ST3', 'MFGR#1415', 9829256.0)
(1998, 'UNITED ST3', 'MFGR#1416', 23708155.0)
(1998, 'UNITED ST3', 'MFGR#1417', 20642368.0)
(1998, 'UNITED ST3', 'MFGR#1418', 27187135.0)
(1998, 'UNITED ST3', 'MFGR#1419', 6379667.0)
(1998, 'UNITED ST3', 'MFGR#142 ', 1874459.0)
(1998, 'UNITED ST3', 'MFGR#1420', 21237761.0)
(1998, 'UNITED ST3', 'MFGR#1421', 24749818.0)
(1998, 'UNITED ST3', 'MFGR#1422', 4523887.0)
(1998, 'UNITED ST3', 'MFGR#1423', 5026208.0)
(1998, 'UNITED ST3', 'MFGR#1424', 7934507.0)
(1998, 'UNITED ST3', 'MFGR#1425', 2318488.0)
(1998, 'UNITED ST3', 'MFGR#1426', 13032121.0)
(1998, 'UNITED ST3', 'MFGR#1427', 7624247.0)
(1998, 'UNITED ST3', 'MFGR#1428', 14405717.0)
(1998, 'UNITED ST3', 'MFGR#1429', 20589288.0)
(1998, 'UNITED ST3', 'MFGR#143 ', 6418386.0)
(1998, 'UNITED ST3', 'MFGR#1430', 4503766.0)
(1998, 'UNITED ST3', 'MFGR#1431', 13099391.0)
(1998, 'UNITED ST3', 'MFGR#1432', 12716780.0)
(1998, 'UNITED ST3', 'MFGR#1433', 7811954.0)
(1998, 'UNITED ST3', 'MFGR#1434', 10681327.0)
(1998, 'UNITED ST3', 'MFGR#1435', 4342743.0)
(1998, 'UNITED ST3', 'MFGR#1436', 9459068.0)
(1998, 'UNITED ST3', 'MFGR#1437', 15122527.0)
(1998, 'UNITED ST3', 'MFGR#1438', 6232015.0)
(1998, 'UNITED ST3', 'MFGR#1439', 15825037.0)
(1998, 'UNITED ST3', 'MFGR#144 ', 2518382.0)
(1998, 'UNITED ST3', 'MFGR#1440', 24601904.0)
(1998, 'UNITED ST3', 'MFGR#145 ', 25400953.0)
(1998, 'UNITED ST3', 'MFGR#146 ', 9614163.0)
(1998, 'UNITED ST3', 'MFGR#147 ', 1957733.0)
(1998, 'UNITED ST3', 'MFGR#148 ', 4265892.0)
(1998, 'UNITED ST3', 'MFGR#149 ', 4459862.0)
(1998, 'UNITED ST4', 'MFGR#141 ', 8474421.0)
(1998, 'UNITED ST4', 'MFGR#1410', 22447421.0)
(1998, 'UNITED ST4', 'MFGR#1411', 10291400.0)
(1998, 'UNITED ST4', 'MFGR#1412', 17682122.0)
(1998, 'UNITED ST4', 'MFGR#1413', 19706144.0)
(1998, 'UNITED ST4', 'MFGR#1414', 9996471.0)
(1998, 'UNITED ST4', 'MFGR#1415', 4454499.0)
(1998, 'UNITED ST4', 'MFGR#1416', 13908798.0)
(1998, 'UNITED ST4', 'MFGR#1417', 18904063.0)
(1998, 'UNITED ST4', 'MFGR#1418', 10862794.0)
(1998, 'UNITED ST4', 'MFGR#1419', 3447736.0)
(1998, 'UNITED ST4', 'MFGR#142 ', 7274571.0)
(1998, 'UNITED ST4', 'MFGR#1420', 15794676.0)
(1998, 'UNITED ST4', 'MFGR#1421', 13108456.0)
(1998, 'UNITED ST4', 'MFGR#1422', 564043.0)
(1998, 'UNITED ST4', 'MFGR#1423', 772027.0)
(1998, 'UNITED ST4', 'MFGR#1424', 14919957.0)
(1998, 'UNITED ST4', 'MFGR#1425', 4322909.0)
(1998, 'UNITED ST4', 'MFGR#1426', 922361.0)
(1998, 'UNITED ST4', 'MFGR#1427', 12967174.0)
(1998, 'UNITED ST4', 'MFGR#1428', 6573494.0)
(1998, 'UNITED ST4', 'MFGR#1429', 17083640.0)
(1998, 'UNITED ST4', 'MFGR#143 ', 8317241.0)
(1998, 'UNITED ST4', 'MFGR#1430', 9447178.0)
(1998, 'UNITED ST4', 'MFGR#1431', 14880576.0)
(1998, 'UNITED ST4', 'MFGR#1432', 16424934.0)
(1998, 'UNITED ST4', 'MFGR#1433', 3171684.0)
(1998, 'UNITED ST4', 'MFGR#1434', 12417891.0)
(1998, 'UNITED ST4', 'MFGR#1435', 14924268.0)
(1998, 'UNITED ST4', 'MFGR#1436', 16067956.0)
(1998, 'UNITED ST4', 'MFGR#1437', 7871099.0)
(1998, 'UNITED ST4', 'MFGR#1438', 5225427.0)
(1998, 'UNITED ST4', 'MFGR#1439', 11003823.0)
(1998, 'UNITED ST4', 'MFGR#144 ', 7451884.0)
(1998, 'UNITED ST4', 'MFGR#1440', 14381586.0)
(1998, 'UNITED ST4', 'MFGR#145 ', 4932021.0)
(1998, 'UNITED ST4', 'MFGR#146 ', 10620902.0)
(1998, 'UNITED ST4', 'MFGR#147 ', 6423645.0)
(1998, 'UNITED ST4', 'MFGR#148 ', 13391579.0)
(1998, 'UNITED ST4', 'MFGR#149 ', 6808232.0)
(1998, 'UNITED ST5', 'MFGR#141 ', 18753661.0)
(1998, 'UNITED ST5', 'MFGR#1410', 35120370.0)
(1998, 'UNITED ST5', 'MFGR#1411', 17411978.0)
(1998, 'UNITED ST5', 'MFGR#1412', 17679262.0)
(1998, 'UNITED ST5', 'MFGR#1413', 17079439.0)
(1998, 'UNITED ST5', 'MFGR#1414', 5880728.0)
(1998, 'UNITED ST5', 'MFGR#1415', 5229550.0)
(1998, 'UNITED ST5', 'MFGR#1416', 7783183.0)
(1998, 'UNITED ST5', 'MFGR#1417', 11720760.0)
(1998, 'UNITED ST5', 'MFGR#1418', 16850794.0)
(1998, 'UNITED ST5', 'MFGR#1419', 7593336.0)
(1998, 'UNITED ST5', 'MFGR#142 ', 20092902.0)
(1998, 'UNITED ST5', 'MFGR#1420', 6880850.0)
(1998, 'UNITED ST5', 'MFGR#1421', 2421875.0)
(1998, 'UNITED ST5', 'MFGR#1422', 1735799.0)
(1998, 'UNITED ST5', 'MFGR#1423', 10272474.0)
(1998, 'UNITED ST5', 'MFGR#1424', 15644260.0)
(1998, 'UNITED ST5', 'MFGR#1425', 6784136.0)
(1998, 'UNITED ST5', 'MFGR#1426', 9967750.0)
(1998, 'UNITED ST5', 'MFGR#1428', 12518202.0)
(1998, 'UNITED ST5', 'MFGR#1429', 5830081.0)
(1998, 'UNITED ST5', 'MFGR#143 ', 12568908.0)
(1998, 'UNITED ST5', 'MFGR#1430', 4308388.0)
(1998, 'UNITED ST5', 'MFGR#1431', 2148705.0)
(1998, 'UNITED ST5', 'MFGR#1432', 18664209.0)
(1998, 'UNITED ST5', 'MFGR#1433', 4782610.0)
(1998, 'UNITED ST5', 'MFGR#1434', 28208217.0)
(1998, 'UNITED ST5', 'MFGR#1435', 6945273.0)
(1998, 'UNITED ST5', 'MFGR#1436', 16204794.0)
(1998, 'UNITED ST5', 'MFGR#1437', 25343309.0)
(1998, 'UNITED ST5', 'MFGR#1438', 16931328.0)
(1998, 'UNITED ST5', 'MFGR#1439', 16538082.0)
(1998, 'UNITED ST5', 'MFGR#144 ', 11240784.0)
(1998, 'UNITED ST5', 'MFGR#1440', -262271.0)
(1998, 'UNITED ST5', 'MFGR#145 ', 10014238.0)
(1998, 'UNITED ST5', 'MFGR#146 ', 26677940.0)
(1998, 'UNITED ST5', 'MFGR#147 ', 8356564.0)
(1998, 'UNITED ST5', 'MFGR#148 ', 16482832.0)
(1998, 'UNITED ST5', 'MFGR#149 ', 7862317.0)
(1998, 'UNITED ST6', 'MFGR#141 ', 15627398.0)
(1998, 'UNITED ST6', 'MFGR#1410', 7286499.0)
(1998, 'UNITED ST6', 'MFGR#1411', 20102714.0)
(1998, 'UNITED ST6', 'MFGR#1412', 15763740.0)
(1998, 'UNITED ST6', 'MFGR#1413', 16312805.0)
(1998, 'UNITED ST6', 'MFGR#1414', 13934715.0)
(1998, 'UNITED ST6', 'MFGR#1415', 5916474.0)
(1998, 'UNITED ST6', 'MFGR#1416', 10716547.0)
(1998, 'UNITED ST6', 'MFGR#1417', 3885211.0)
(1998, 'UNITED ST6', 'MFGR#1418', 10495262.0)
(1998, 'UNITED ST6', 'MFGR#1419', 1111750.0)
(1998, 'UNITED ST6', 'MFGR#142 ', 14930222.0)
(1998, 'UNITED ST6', 'MFGR#1420', 17865967.0)
(1998, 'UNITED ST6', 'MFGR#1421', 9379765.0)
(1998, 'UNITED ST6', 'MFGR#1422', 1344082.0)
(1998, 'UNITED ST6', 'MFGR#1423', 22874643.0)
(1998, 'UNITED ST6', 'MFGR#1424', 14426852.0)
(1998, 'UNITED ST6', 'MFGR#1425', 20471688.0)
(1998, 'UNITED ST6', 'MFGR#1426', 12904696.0)
(1998, 'UNITED ST6', 'MFGR#1427', 4642722.0)
(1998, 'UNITED ST6', 'MFGR#1428', 11645812.0)
(1998, 'UNITED ST6', 'MFGR#1429', 15290726.0)
(1998, 'UNITED ST6', 'MFGR#143 ', 18143316.0)
(1998, 'UNITED ST6', 'MFGR#1430', 11037691.0)
(1998, 'UNITED ST6', 'MFGR#1431', 23785035.0)
(1998, 'UNITED ST6', 'MFGR#1432', 5981436.0)
(1998, 'UNITED ST6', 'MFGR#1433', 2251772.0)
(1998, 'UNITED ST6', 'MFGR#1434', 7603204.0)
(1998, 'UNITED ST6', 'MFGR#1435', 7232921.0)
(1998, 'UNITED ST6', 'MFGR#1436', 20035650.0)
(1998, 'UNITED ST6', 'MFGR#1437', 19736538.0)
(1998, 'UNITED ST6', 'MFGR#1438', 16348441.0)
(1998, 'UNITED ST6', 'MFGR#1439', 5844413.0)
(1998, 'UNITED ST6', 'MFGR#144 ', 10763345.0)
(1998, 'UNITED ST6', 'MFGR#1440', 38475794.0)
(1998, 'UNITED ST6', 'MFGR#145 ', 10090704.0)
(1998, 'UNITED ST6', 'MFGR#146 ', 14913302.0)
(1998, 'UNITED ST6', 'MFGR#147 ', 14231959.0)
(1998, 'UNITED ST6', 'MFGR#148 ', 21826939.0)
(1998, 'UNITED ST6', 'MFGR#149 ', 15886639.0)
(1998, 'UNITED ST7', 'MFGR#141 ', 19618208.0)
(1998, 'UNITED ST7', 'MFGR#1410', 2621159.0)
(1998, 'UNITED ST7', 'MFGR#1411', 14760637.0)
(1998, 'UNITED ST7', 'MFGR#1412', 12466196.0)
(1998, 'UNITED ST7', 'MFGR#1413', 20034797.0)
(1998, 'UNITED ST7', 'MFGR#1414', 4105630.0)
(1998, 'UNITED ST7', 'MFGR#1415', 12654169.0)
(1998, 'UNITED ST7', 'MFGR#1416', 21885422.0)
(1998, 'UNITED ST7', 'MFGR#1417', 14724256.0)
(1998, 'UNITED ST7', 'MFGR#1418', 14342768.0)
(1998, 'UNITED ST7', 'MFGR#1419', 8367840.0)
(1998, 'UNITED ST7', 'MFGR#142 ', 6010830.0)
(1998, 'UNITED ST7', 'MFGR#1420', 25095065.0)
(1998, 'UNITED ST7', 'MFGR#1421', 12083566.0)
(1998, 'UNITED ST7', 'MFGR#1422', 13721963.0)
(1998, 'UNITED ST7', 'MFGR#1423', 14006533.0)
(1998, 'UNITED ST7', 'MFGR#1424', 11628369.0)
(1998, 'UNITED ST7', 'MFGR#1425', 27008688.0)
(1998, 'UNITED ST7', 'MFGR#1426', 9641819.0)
(1998, 'UNITED ST7', 'MFGR#1427', 2695868.0)
(1998, 'UNITED ST7', 'MFGR#1428', 21505992.0)
(1998, 'UNITED ST7', 'MFGR#1429', 8685051.0)
(1998, 'UNITED ST7', 'MFGR#143 ', 11279219.0)
(1998, 'UNITED ST7', 'MFGR#1430', 10173863.0)
(1998, 'UNITED ST7', 'MFGR#1431', 8312404.0)
(1998, 'UNITED ST7', 'MFGR#1432', 28807169.0)
(1998, 'UNITED ST7', 'MFGR#1433', 14976245.0)
(1998, 'UNITED ST7', 'MFGR#1434', 8647728.0)
(1998, 'UNITED ST7', 'MFGR#1435', 10088254.0)
(1998, 'UNITED ST7', 'MFGR#1436', 12904848.0)
(1998, 'UNITED ST7', 'MFGR#1437', 15314569.0)
(1998, 'UNITED ST7', 'MFGR#1438', 15840950.0)
(1998, 'UNITED ST7', 'MFGR#1439', 12705502.0)
(1998, 'UNITED ST7', 'MFGR#144 ', 16607708.0)
(1998, 'UNITED ST7', 'MFGR#1440', 6109490.0)
(1998, 'UNITED ST7', 'MFGR#145 ', 25535846.0)
(1998, 'UNITED ST7', 'MFGR#146 ', 3540671.0)
(1998, 'UNITED ST7', 'MFGR#147 ', 19699604.0)
(1998, 'UNITED ST7', 'MFGR#148 ', 14765305.0)
(1998, 'UNITED ST7', 'MFGR#149 ', 9661014.0)
(1998, 'UNITED ST8', 'MFGR#141 ', 14607814.0)
(1998, 'UNITED ST8', 'MFGR#1410', 1333536.0)
(1998, 'UNITED ST8', 'MFGR#1411', 21968431.0)
(1998, 'UNITED ST8', 'MFGR#1412', 4042819.0)
(1998, 'UNITED ST8', 'MFGR#1413', 5029546.0)
(1998, 'UNITED ST8', 'MFGR#1414', 14975461.0)
(1998, 'UNITED ST8', 'MFGR#1415', 8669866.0)
(1998, 'UNITED ST8', 'MFGR#1416', 10320646.0)
(1998, 'UNITED ST8', 'MFGR#1417', 17089355.0)
(1998, 'UNITED ST8', 'MFGR#1418', 16069186.0)
(1998, 'UNITED ST8', 'MFGR#1419', 14185869.0)
(1998, 'UNITED ST8', 'MFGR#142 ', 19781093.0)
(1998, 'UNITED ST8', 'MFGR#1420', 8130760.0)
(1998, 'UNITED ST8', 'MFGR#1421', 24414667.0)
(1998, 'UNITED ST8', 'MFGR#1422', 1543438.0)
(1998, 'UNITED ST8', 'MFGR#1423', 10031266.0)
(1998, 'UNITED ST8', 'MFGR#1424', 11740916.0)
(1998, 'UNITED ST8', 'MFGR#1425', 17904043.0)
(1998, 'UNITED ST8', 'MFGR#1426', 10156050.0)
(1998, 'UNITED ST8', 'MFGR#1427', 5412107.0)
(1998, 'UNITED ST8', 'MFGR#1428', 14257510.0)
(1998, 'UNITED ST8', 'MFGR#1429', 25150651.0)
(1998, 'UNITED ST8', 'MFGR#143 ', 6537620.0)
(1998, 'UNITED ST8', 'MFGR#1431', 4422433.0)
(1998, 'UNITED ST8', 'MFGR#1432', 9983823.0)
(1998, 'UNITED ST8', 'MFGR#1433', 13908085.0)
(1998, 'UNITED ST8', 'MFGR#1434', -174237.0)
(1998, 'UNITED ST8', 'MFGR#1435', 13656597.0)
(1998, 'UNITED ST8', 'MFGR#1436', 15779288.0)
(1998, 'UNITED ST8', 'MFGR#1437', 15274901.0)
(1998, 'UNITED ST8', 'MFGR#1438', 20544065.0)
(1998, 'UNITED ST8', 'MFGR#1439', 12596440.0)
(1998, 'UNITED ST8', 'MFGR#144 ', 9161567.0)
(1998, 'UNITED ST8', 'MFGR#1440', 25536806.0)
(1998, 'UNITED ST8', 'MFGR#145 ', 16443090.0)
(1998, 'UNITED ST8', 'MFGR#146 ', 7135287.0)
(1998, 'UNITED ST8', 'MFGR#147 ', 3058230.0)
(1998, 'UNITED ST8', 'MFGR#148 ', 462720.0)
(1998, 'UNITED ST8', 'MFGR#149 ', 16516285.0)
(1998, 'UNITED ST9', 'MFGR#141 ', 14309738.0)
(1998, 'UNITED ST9', 'MFGR#1410', 18204911.0)
(1998, 'UNITED ST9', 'MFGR#1411', 7092927.0)
(1998, 'UNITED ST9', 'MFGR#1412', 7841897.0)
(1998, 'UNITED ST9', 'MFGR#1413', 11206743.0)
(1998, 'UNITED ST9', 'MFGR#1414', 9804824.0)
(1998, 'UNITED ST9', 'MFGR#1415', 16985361.0)
(1998, 'UNITED ST9', 'MFGR#1416', 9617289.0)
(1998, 'UNITED ST9', 'MFGR#1417', 28445644.0)
(1998, 'UNITED ST9', 'MFGR#1418', 20653896.0)
(1998, 'UNITED ST9', 'MFGR#1419', 8819617.0)
(1998, 'UNITED ST9', 'MFGR#142 ', 11237815.0)
(1998, 'UNITED ST9', 'MFGR#1420', 3023089.0)
(1998, 'UNITED ST9', 'MFGR#1421', 3546093.0)
(1998, 'UNITED ST9', 'MFGR#1422', 15925347.0)
(1998, 'UNITED ST9', 'MFGR#1423', 14452338.0)
(1998, 'UNITED ST9', 'MFGR#1424', 7995652.0)
(1998, 'UNITED ST9', 'MFGR#1425', 4093136.0)
(1998, 'UNITED ST9', 'MFGR#1426', 11819319.0)
(1998, 'UNITED ST9', 'MFGR#1427', -164201.0)
(1998, 'UNITED ST9', 'MFGR#1428', 11521658.0)
(1998, 'UNITED ST9', 'MFGR#1429', 9944862.0)
(1998, 'UNITED ST9', 'MFGR#143 ', 30396949.0)
(1998, 'UNITED ST9', 'MFGR#1430', 17668492.0)
(1998, 'UNITED ST9', 'MFGR#1431', 18012751.0)
(1998, 'UNITED ST9', 'MFGR#1432', 12587895.0)
(1998, 'UNITED ST9', 'MFGR#1433', 16527366.0)
(1998, 'UNITED ST9', 'MFGR#1435', 14793807.0)
(1998, 'UNITED ST9', 'MFGR#1436', 13228162.0)
(1998, 'UNITED ST9', 'MFGR#1437', 11624977.0)
(1998, 'UNITED ST9', 'MFGR#1439', 6712671.0)
(1998, 'UNITED ST9', 'MFGR#144 ', 16552985.0)
(1998, 'UNITED ST9', 'MFGR#1440', 13786217.0)
(1998, 'UNITED ST9', 'MFGR#145 ', 29256754.0)
(1998, 'UNITED ST9', 'MFGR#146 ', 13540691.0)
(1998, 'UNITED ST9', 'MFGR#147 ', 10904544.0)
(1998, 'UNITED ST9', 'MFGR#148 ', 16123926.0)
(1998, 'UNITED ST9', 'MFGR#149 ', 1350176.0)
